age,gender,income,purchase_frequency,purchase_amount,product_category,satisfaction_score,Cluster
30,Male,47745,2,17666,Books,5,0
32,Female,29472,1,12289,Clothing,5,3
24,Female,6688,1,2946,Electronics,5,2
37,Male,15529,1,4033,Electronics,4,2
34,Female,43872,0,12248,Books,3,0
38,Male,43040,2,15400,Clothing,4,0
35,Male,8951,2,2513,Home,7,2
25,Female,33167,2,10633,Books,6,3
21,Female,43316,2,15065,Food,4,0
28,Male,26864,1,10835,Electronics,5,1
28,Female,49221,2,22778,Health,5,0
35,Female,9023,2,2779,Electronics,4,2
22,Female,23585,1,7729,Food,3,1
26,Male,31171,2,12090,Beauty,4,3
32,Male,19577,2,7493,Electronics,5,1
26,Female,30305,2,9867,Electronics,6,3
39,Male,42099,2,13251,Electronics,5,0
25,Female,6089,2,2663,Clothing,7,2
31,Female,9141,2,2811,Clothing,4,2
30,Male,25287,2,8477,Clothing,4,1
22,Female,41788,0,15624,Books,3,0
30,Male,37921,1,13160,Books,4,3
31,Male,35118,2,14339,Books,6,3
27,Male,16541,1,4915,Electronics,6,1
37,Female,40624,2,10724,Beauty,5,0
31,Male,45146,1,14089,Clothing,6,0
24,Female,21766,2,8481,Electronics,6,1
34,Male,24035,2,10023,Home,6,1
22,Female,9161,2,2166,Food,5,2
22,Female,36324,2,11204,Books,5,3
22,Female,39112,2,14177,Electronics,6,0
33,Male,44601,1,18989,Clothing,6,0
33,Male,34663,0,11366,Clothing,5,3
29,Male,18059,1,7779,Books,4,1
30,Female,44137,0,15072,Electronics,5,0
32,Female,34491,0,10326,Electronics,6,3
23,Male,41376,1,13367,Clothing,5,0
33,Male,42639,0,16670,Clothing,6,0
27,Male,16660,1,4912,Beauty,4,1
36,Female,9428,2,2758,Books,6,2
34,Male,14992,2,5663,Clothing,6,2
22,Female,40606,1,14199,Electronics,4,0
27,Female,43090,2,16507,Clothing,6,0
27,Female,13249,2,4609,Books,6,2
21,Female,44402,2,17622,Health,6,0
33,Male,17694,2,6033,Food,5,1
27,Female,14798,2,4897,Electronics,5,2
28,Female,12779,0,3492,Home,5,2
28,Female,29702,1,10383,Books,4,3
34,Female,40797,2,15511,Food,5,0
28,Male,8466,1,2884,Food,6,2
34,Male,46472,1,17232,Books,7,0
37,Male,19393,2,6658,Electronics,5,1
39,Male,26536,2,10482,Beauty,5,1
27,Male,45685,2,18923,Clothing,6,0
31,Male,40889,1,15558,Electronics,5,0
35,Male,8097,1,3104,Clothing,4,2
26,Male,7559,1,2237,Electronics,4,2
30,Female,34161,2,10376,Clothing,5,3
37,Male,42623,1,15434,Electronics,5,0
30,Male,39991,1,14433,Home,6,0
26,Female,32798,2,13395,Clothing,7,3
26,Male,26429,0,9197,Electronics,5,1
33,Female,37489,0,14927,Beauty,6,3
35,Female,19754,0,6679,Clothing,6,1
19,Male,34040,1,8841,Electronics,4,3
34,Female,25797,1,6828,Electronics,5,1
28,Male,11557,1,4520,Electronics,4,2
28,Male,18474,1,5414,Clothing,6,1
38,Female,49845,2,16603,Clothing,5,0
37,Male,24933,1,7793,Books,6,1
28,Female,33694,0,12595,Clothing,5,3
28,Male,30752,1,10389,Books,5,3
24,Male,5506,2,1982,Food,4,2
28,Female,11139,2,3701,Electronics,4,2
30,Female,11463,0,4808,Food,5,2
32,Male,39372,2,15238,Food,3,0
36,Female,49833,1,16051,Electronics,4,0
32,Male,20305,2,7742,Electronics,4,1
28,Female,33722,1,10855,Food,7,3
31,Female,48699,2,14781,Electronics,7,0
26,Male,8456,2,2782,Electronics,4,2
27,Male,45354,1,16514,Health,5,0
32,Female,41819,2,15489,Food,7,0
24,Female,44122,0,12575,Health,5,0
36,Male,17117,2,8146,Food,5,1
37,Male,11052,1,3297,Electronics,6,2
29,Female,21613,0,5575,Books,4,1
29,Male,5166,2,1860,Electronics,4,2
28,Female,17299,1,7015,Food,4,1
27,Male,27641,0,8172,Food,4,3
31,Female,24362,2,11480,Electronics,5,1
25,Female,14571,2,4018,Health,5,2
25,Male,40881,0,15860,Health,5,0
28,Female,23188,2,9901,Food,5,1
30,Male,10941,2,4042,Clothing,6,2
30,Male,34963,2,13174,Books,5,3
22,Male,40552,1,15871,Beauty,4,0
33,Male,42983,1,17315,Food,6,0
29,Female,18627,2,8322,Food,4,1
25,Female,9402,0,2468,Health,5,2
28,Female,20890,2,5971,Health,4,1
34,Female,42229,1,16588,Electronics,5,0
26,Male,40143,0,9489,Books,5,0
31,Female,35591,2,11149,Food,5,3
37,Male,40563,1,16890,Clothing,4,0
29,Female,49561,2,18140,Electronics,5,0
32,Female,15671,2,7110,Books,5,2
28,Male,33510,1,10876,Health,5,3
28,Female,18129,1,6604,Books,5,1
35,Male,41696,1,11124,Health,5,0
31,Male,10861,1,3193,Electronics,6,2
34,Male,16067,2,6565,Food,5,2
31,Female,17024,1,6560,Electronics,6,1
29,Female,12727,0,4491,Food,6,2
26,Male,29428,2,11585,Clothing,3,3
27,Male,18777,2,7638,Clothing,6,1
30,Female,32378,1,10576,Books,4,3
23,Male,45350,2,16564,Electronics,5,0
38,Male,33868,2,14375,Home,5,3
34,Female,13747,1,4838,Food,4,2
31,Male,14849,2,5252,Food,4,2
27,Male,28388,2,8814,Beauty,6,3
26,Male,18206,1,5988,Health,4,1
32,Male,26055,2,10711,Electronics,6,1
37,Male,7516,1,2427,Food,4,2
31,Male,13670,0,4692,Home,5,2
31,Female,37349,0,14869,Electronics,6,3
32,Female,25882,1,9822,Food,3,1
27,Female,29270,0,7620,Electronics,5,3
31,Male,12699,2,4262,Clothing,5,2
36,Female,5132,2,1744,Health,5,2
19,Male,5845,0,2175,Electronics,4,2
25,Male,26422,0,10406,Home,4,1
32,Male,11395,2,3480,Home,5,2
30,Female,27967,1,10403,Health,4,3
24,Female,42767,2,12728,Food,5,0
27,Female,35662,1,14492,Electronics,5,3
37,Male,30745,2,10356,Clothing,4,3
32,Male,44293,2,14749,Electronics,4,0
27,Female,40554,1,12964,Food,6,0
30,Male,31622,2,9941,Clothing,4,3
34,Female,20649,0,5571,Health,3,1
29,Female,30561,2,11950,Electronics,6,3
27,Female,5638,1,1648,Electronics,5,2
34,Male,29646,2,9392,Clothing,4,3
27,Male,45300,2,16581,Electronics,7,0
31,Female,43508,2,14158,Electronics,5,0
29,Male,16811,1,6889,Beauty,3,1
27,Female,23659,1,8216,Home,7,1
30,Female,7015,1,1984,Books,4,2
31,Female,27266,0,11882,Electronics,5,1
26,Male,17582,2,4393,Electronics,5,1
28,Male,36223,1,9509,Electronics,6,3
28,Female,40418,0,13617,Clothing,5,0
28,Female,41353,0,15316,Clothing,6,0
34,Male,18567,1,6417,Home,4,1
31,Female,49341,2,19085,Health,4,0
31,Female,25748,2,8995,Clothing,5,1
26,Male,24473,1,11653,Food,6,1
33,Female,5787,0,1576,Books,5,2
31,Female,15267,1,5453,Electronics,3,2
37,Female,30601,2,10267,Electronics,5,3
28,Female,20778,0,7131,Beauty,4,1
34,Female,46671,2,13818,Books,7,0
26,Male,17746,2,5526,Clothing,4,1
25,Female,29291,0,8771,Electronics,5,3
31,Female,32906,0,12154,Health,6,3
28,Male,22141,1,5610,Electronics,4,1
27,Male,7724,2,2239,Clothing,4,2
26,Female,42605,2,12516,Clothing,6,0
24,Female,28287,1,9778,Electronics,5,3
23,Female,5624,2,1799,Clothing,6,2
37,Male,7983,2,2565,Clothing,7,2
33,Male,48903,2,15336,Books,5,0
38,Female,13610,0,5800,Books,6,2
29,Female,14119,2,4854,Electronics,5,2
28,Male,30933,2,9455,Beauty,6,3
23,Male,23948,2,10381,Clothing,5,1
32,Female,31773,2,10291,Clothing,4,3
32,Male,41132,0,13665,Clothing,4,0
37,Male,41611,2,15188,Electronics,5,0
30,Female,6810,2,2646,Beauty,4,2
30,Male,27231,1,8471,Electronics,6,1
29,Female,21832,2,8721,Food,6,1
31,Female,27969,1,10131,Food,4,3
28,Female,26483,0,10069,Electronics,4,1
32,Female,18121,1,5896,Health,6,1
29,Female,32409,2,12328,Beauty,4,3
31,Male,29595,1,8580,Home,6,3
34,Male,25337,2,9795,Clothing,4,1
30,Female,47915,2,18871,Books,3,0
31,Female,29570,2,8271,Clothing,5,3
30,Male,35149,1,10273,Electronics,3,3
37,Female,5020,2,2340,Clothing,4,2
28,Male,33737,1,13635,Beauty,3,3
32,Female,28305,2,11053,Food,5,3
24,Male,42536,2,17068,Electronics,6,0
29,Female,7957,0,2113,Electronics,6,2
27,Male,24257,1,6689,Electronics,5,1
32,Male,48054,2,16661,Electronics,6,0
32,Female,11433,2,4025,Electronics,6,2
37,Female,19810,1,6592,Health,7,1
31,Female,39351,1,14038,Clothing,6,0
25,Female,13386,2,4931,Clothing,6,2
31,Male,30053,2,11015,Beauty,5,3
30,Female,11743,2,4094,Clothing,5,2
27,Female,47024,2,19460,Home,6,0
33,Female,10687,2,3612,Electronics,6,2
27,Male,34522,0,13906,Food,3,3
29,Male,38659,2,13210,Electronics,4,3
42,Female,13548,0,5083,Books,5,2
23,Male,47791,2,16990,Beauty,7,0
26,Male,20629,1,7634,Electronics,5,1
27,Female,29111,1,11337,Electronics,5,3
29,Female,25405,2,8274,Electronics,5,1
35,Male,47735,2,18857,Books,5,0
36,Male,17042,0,6345,Beauty,4,1
28,Female,11498,2,3514,Clothing,5,2
20,Female,14163,1,4013,Electronics,4,2
35,Male,41758,2,14992,Books,3,0
29,Male,16062,1,5413,Electronics,4,2
33,Male,32627,2,8354,Electronics,6,3
27,Male,6531,2,1550,Clothing,4,2
31,Male,31500,2,12108,Clothing,6,3
30,Male,48113,2,18139,Books,5,0
34,Female,8510,1,3569,Clothing,4,2
29,Female,12127,2,4883,Electronics,7,2
23,Female,46276,1,16629,Electronics,5,0
30,Female,27398,2,6919,Books,3,1
25,Female,33042,1,10383,Beauty,6,3
25,Female,18928,2,6941,Food,5,1
30,Female,5619,2,1953,Electronics,6,2
29,Female,39763,2,16690,Electronics,5,0
23,Male,36097,1,13863,Clothing,4,3
28,Male,36493,0,11796,Clothing,5,3
35,Male,39183,1,11774,Electronics,4,0
30,Male,14275,2,5189,Books,6,2
28,Male,16388,0,5454,Clothing,3,1
35,Female,40994,1,17161,Electronics,6,0
35,Female,25133,0,9088,Health,4,1
26,Female,33893,0,10938,Electronics,7,3
32,Male,28463,2,9860,Books,3,3
26,Female,33555,0,12687,Books,4,3
22,Male,14696,0,4806,Beauty,6,2
31,Female,7284,1,2436,Clothing,5,2
36,Female,46471,0,16767,Clothing,5,0
39,Female,17258,2,5762,Home,5,1
31,Male,44248,2,10577,Clothing,4,0
23,Female,27659,0,8132,Clothing,4,3
25,Female,39596,2,14012,Food,5,0
36,Male,13670,2,4261,Food,4,2
28,Female,10806,2,3748,Clothing,6,2
28,Male,44117,2,18146,Books,7,0
35,Male,20879,2,7219,Electronics,3,1
29,Male,12162,1,5086,Clothing,5,2
35,Male,22919,1,8697,Books,6,1
28,Female,11247,2,3955,Home,5,2
25,Male,6065,1,2072,Food,5,2
34,Female,13289,2,4537,Clothing,5,2
39,Female,21613,0,6489,Electronics,5,1
36,Male,21428,2,5950,Electronics,7,1
32,Male,6724,2,2644,Clothing,4,2
33,Female,30382,2,12011,Beauty,5,3
34,Female,31678,2,10553,Clothing,6,3
30,Female,44081,1,16276,Food,6,0
30,Female,40336,0,12820,Clothing,6,0
26,Female,23313,2,8609,Health,5,1
25,Male,49617,2,16816,Food,6,0
33,Female,47236,1,17756,Clothing,4,0
29,Male,24101,1,9877,Health,6,1
24,Male,25874,1,9417,Electronics,5,1
31,Female,15771,2,4495,Electronics,5,2
32,Female,33665,1,10925,Books,6,3
29,Female,36361,1,12918,Clothing,4,3
34,Male,24078,2,6488,Health,7,1
33,Male,20078,1,6396,Books,6,1
30,Female,25624,2,11411,Books,6,1
27,Female,44612,1,16375,Beauty,5,0
28,Male,43925,2,15027,Clothing,7,0
31,Female,9160,1,2718,Books,6,2
29,Female,20530,1,8697,Beauty,7,1
33,Male,25293,0,7062,Books,4,1
30,Female,24738,1,6306,Books,6,1
30,Female,34658,1,10613,Food,5,3
26,Female,49554,1,19561,Food,4,0
22,Male,42386,2,12597,Electronics,4,0
26,Female,44618,2,13829,Electronics,6,0
26,Female,32236,2,9257,Clothing,5,3
26,Male,21420,2,7417,Electronics,5,1
26,Female,42442,0,13281,Electronics,6,0
29,Male,14668,2,6015,Health,7,2
31,Male,33407,0,11670,Books,5,3
33,Female,14197,0,4482,Electronics,5,2
28,Female,35205,2,12585,Electronics,6,3
35,Female,33945,0,8302,Books,5,3
23,Male,26512,0,7962,Books,5,1
25,Male,45624,2,15839,Electronics,6,0
29,Male,49695,2,12692,Electronics,6,0
32,Male,5072,2,2411,Health,5,2
25,Male,46793,1,18838,Beauty,5,0
34,Female,42779,2,13627,Clothing,7,0
31,Female,19648,1,7289,Electronics,7,1
35,Female,47582,2,14818,Food,6,0
31,Male,24817,2,9404,Electronics,3,1
34,Female,48885,2,19017,Books,6,0
31,Female,11170,1,3467,Clothing,6,2
36,Female,16796,2,4807,Books,4,1
26,Female,26937,2,10473,Clothing,4,1
32,Female,18274,2,7454,Food,5,1
32,Male,11795,2,3824,Electronics,5,2
25,Male,35966,1,12359,Clothing,5,3
32,Male,29061,1,8001,Electronics,5,3
28,Female,43481,1,16620,Electronics,4,0
33,Male,26649,0,7572,Home,5,1
31,Male,9249,2,3025,Electronics,6,2
29,Male,10458,1,4006,Clothing,6,2
26,Female,28898,0,11795,Food,6,3
26,Female,44655,1,20903,Health,5,0
32,Male,49517,0,15831,Electronics,4,0
24,Male,35397,2,9644,Clothing,5,3
29,Female,47761,2,17794,Electronics,5,0
34,Male,35765,2,11902,Home,6,3
25,Female,16430,2,5509,Electronics,6,1
33,Male,40153,2,12738,Clothing,5,0
32,Female,13973,2,4360,Books,6,2
32,Male,30794,1,13323,Food,4,3
25,Male,31658,2,13990,Health,4,3
31,Female,48605,0,16399,Clothing,4,0
34,Female,16125,0,5810,Food,6,2
28,Female,5420,2,2255,Electronics,6,2
31,Female,27415,2,7708,Electronics,3,1
35,Male,15822,2,4400,Electronics,8,2
23,Female,16767,0,6318,Clothing,6,1
24,Female,22308,1,9754,Books,5,1
34,Female,11547,0,3863,Books,6,2
30,Female,6725,2,2160,Electronics,7,2
19,Female,26162,1,9382,Electronics,6,1
30,Female,31442,2,12244,Beauty,5,3
27,Male,43849,0,16669,Electronics,6,0
27,Male,6318,1,2451,Electronics,4,2
34,Male,36600,2,12393,Books,5,3
29,Female,32181,0,11339,Electronics,6,3
27,Male,39166,1,12728,Clothing,3,0
37,Male,28816,2,11308,Electronics,6,3
25,Female,32297,1,10501,Health,5,3
31,Female,48615,2,14683,Health,6,0
35,Female,27014,2,8192,Clothing,5,1
29,Female,38617,2,14550,Books,4,3
27,Female,48318,2,15330,Food,6,0
34,Female,29507,2,11411,Books,3,3
37,Male,39327,2,12029,Home,5,0
25,Male,7958,1,2735,Electronics,6,2
23,Male,32478,1,11210,Electronics,6,3
27,Female,37656,2,14745,Home,6,3
29,Female,29992,1,10755,Books,6,3
28,Female,24953,2,6268,Electronics,4,1
23,Female,5558,2,2340,Food,6,2
35,Female,16458,1,7074,Books,6,1
35,Male,31583,0,13988,Food,3,3
35,Male,20346,0,7895,Clothing,5,1
27,Female,46538,2,17412,Electronics,4,0
25,Male,27934,2,8478,Electronics,6,3
33,Female,27543,0,10137,Home,5,3
36,Male,45907,2,17787,Electronics,5,0
33,Male,38983,2,15716,Health,5,0
33,Female,31744,0,9606,Books,4,3
29,Female,6566,2,2784,Clothing,5,2
29,Male,22201,2,6048,Books,6,1
25,Male,17780,0,4280,Electronics,6,1
28,Female,17895,2,6461,Electronics,5,1
27,Male,38344,1,12393,Home,6,3
39,Male,19322,2,7959,Health,5,1
34,Male,16908,2,6592,Electronics,4,1
30,Male,18953,2,5896,Clothing,4,1
34,Female,43932,2,12754,Clothing,6,0
27,Male,18124,1,4531,Books,6,1
32,Female,48793,0,15627,Clothing,6,0
28,Male,38586,2,13513,Electronics,5,3
29,Female,49559,2,15663,Books,5,0
29,Male,48124,0,16622,Electronics,7,0
29,Male,35027,0,14428,Electronics,5,3
28,Male,10800,2,3653,Clothing,4,2
33,Male,26534,2,11355,Beauty,5,1
35,Female,29005,1,13947,Food,5,3
23,Male,12563,2,5542,Food,3,2
27,Male,19800,1,7217,Books,5,1
38,Female,39907,0,14172,Food,5,0
35,Male,36675,2,11393,Clothing,7,3
29,Male,49099,1,19264,Clothing,5,0
31,Male,18964,2,6389,Electronics,5,1
33,Female,8638,2,2668,Electronics,5,2
32,Male,46610,1,17315,Health,4,0
27,Female,48373,2,14448,Food,4,0
23,Male,28676,2,9277,Home,7,3
29,Male,9497,2,3543,Books,6,2
36,Female,28600,1,11671,Electronics,6,3
38,Male,42111,2,12432,Books,4,0
33,Male,43296,1,16338,Electronics,3,0
31,Male,12614,0,4363,Home,5,2
40,Male,49333,0,16415,Electronics,5,0
37,Male,13004,0,4877,Health,5,2
32,Male,38580,1,16000,Books,6,3
35,Female,28428,1,10097,Electronics,4,3
31,Male,13542,1,5285,Electronics,5,2
31,Female,18722,1,5354,Food,4,1
33,Male,19872,1,7178,Electronics,5,1
37,Female,10598,2,3401,Food,4,2
27,Male,18480,1,6747,Electronics,6,1
38,Female,16407,0,4256,Beauty,3,1
38,Male,17071,1,4453,Electronics,5,1
20,Female,5045,0,1748,Electronics,5,2
27,Male,41747,2,14861,Books,5,0
26,Male,19314,0,7141,Books,5,1
24,Female,22109,0,9209,Home,5,1
29,Female,19024,0,6694,Electronics,6,1
22,Female,10496,1,4455,Food,5,2
27,Female,6888,2,2350,Health,3,2
31,Female,40687,0,15710,Food,6,0
34,Male,11766,1,4844,Health,5,2
23,Male,40792,2,14830,Health,5,0
27,Male,11783,1,2946,Food,4,2
33,Male,13789,1,4069,Clothing,6,2
25,Female,17383,2,6078,Books,5,1
33,Male,13476,1,5405,Food,4,2
33,Female,21113,0,5049,Electronics,6,1
27,Female,21374,1,8041,Electronics,6,1
29,Male,15883,2,6848,Electronics,5,2
24,Male,18248,2,7523,Electronics,7,1
30,Male,31275,0,9532,Clothing,6,3
35,Male,28658,2,11090,Health,5,3
24,Female,14368,2,4558,Clothing,4,2
29,Female,25198,1,6942,Books,4,1
29,Female,22155,2,9549,Clothing,5,1
22,Male,30119,2,10342,Food,6,3
24,Male,48677,2,16105,Electronics,6,0
28,Female,37074,1,14728,Food,5,3
32,Female,31038,2,11764,Electronics,5,3
28,Female,25235,0,7259,Electronics,4,1
29,Female,29263,2,10257,Books,2,3
30,Female,11584,1,4488,Books,5,2
29,Female,8174,2,2782,Beauty,4,2
26,Male,39897,1,14415,Books,5,0
29,Female,36861,0,14664,Electronics,5,3
26,Female,42312,1,13171,Food,5,0
29,Male,11206,2,3543,Food,5,2
25,Male,17443,2,5461,Electronics,4,1
34,Male,21493,1,5881,Home,5,1
29,Female,38068,2,11154,Electronics,5,3
35,Female,49719,2,17328,Beauty,6,0
30,Male,29379,0,11301,Clothing,6,3
31,Male,42234,2,12552,Food,4,0
27,Male,15383,2,4285,Home,5,2
30,Male,25124,0,10380,Food,6,1
36,Male,15630,2,5006,Clothing,5,2
31,Male,18383,2,5465,Clothing,7,1
34,Female,43625,2,12989,Electronics,5,0
25,Female,38213,0,16125,Clothing,6,3
30,Female,38069,2,12231,Food,6,3
37,Female,28792,1,10868,Home,4,3
32,Female,21392,2,5922,Beauty,5,1
29,Male,27304,2,10038,Health,5,1
24,Female,16042,2,6284,Food,5,2
25,Male,12924,2,4722,Health,5,2
33,Female,38617,1,12943,Books,4,3
33,Female,13622,1,4180,Clothing,5,2
36,Female,6483,0,2067,Food,5,2
30,Male,28888,0,9816,Books,6,3
30,Male,5086,2,1731,Books,5,2
28,Female,16088,2,5845,Clothing,6,2
34,Male,5440,2,1742,Home,6,2
33,Female,15898,1,6017,Clothing,5,2
32,Male,24211,2,9387,Health,4,1
28,Male,20047,0,7576,Home,5,1
30,Female,31191,2,11089,Clothing,6,3
25,Female,11399,0,2383,Food,4,2
39,Female,10619,1,3497,Clothing,7,2
29,Female,12171,2,3241,Clothing,4,2
30,Female,7790,0,2024,Electronics,4,2
24,Female,40441,2,15743,Electronics,6,0
25,Male,16042,0,5612,Health,7,2
31,Female,12141,2,4435,Health,4,2
34,Female,27117,1,10664,Books,4,1
27,Male,6909,1,2078,Food,5,2
35,Female,15768,1,5451,Food,4,2
24,Male,31589,2,10238,Books,7,3
36,Female,30045,2,12764,Books,4,3
27,Female,6869,0,1716,Clothing,4,2
23,Male,37936,0,12091,Books,6,3
34,Male,27770,2,8572,Electronics,5,3
35,Male,25690,2,10082,Clothing,6,1
34,Female,17124,2,4857,Clothing,4,1
34,Male,43028,0,16671,Books,6,0
36,Female,36985,0,13727,Electronics,6,3
35,Male,47361,2,16945,Home,8,0
34,Male,22407,1,9012,Electronics,3,1
29,Male,49597,1,20706,Electronics,4,0
26,Male,10262,0,3936,Books,5,2
34,Female,22996,1,10692,Food,5,1
25,Female,31001,2,10442,Electronics,5,3
36,Female,19943,0,6110,Electronics,4,1
27,Male,35120,1,12078,Electronics,5,3
30,Female,14646,1,4741,Electronics,4,2
32,Male,17181,1,5041,Electronics,4,1
36,Male,16528,2,6099,Electronics,4,1
27,Female,6436,1,2489,Beauty,5,2
30,Female,14782,1,5946,Home,4,2
28,Male,30344,2,10774,Health,4,3
37,Male,18239,0,6504,Electronics,5,1
23,Male,8513,2,3415,Electronics,5,2
31,Male,42535,1,16545,Beauty,5,0
28,Female,22905,1,6960,Beauty,6,1
26,Male,39396,0,15954,Electronics,4,0
32,Male,23920,2,7019,Beauty,5,1
33,Male,40972,2,13537,Electronics,5,0
36,Male,25362,0,10629,Food,6,1
31,Male,48914,2,22209,Food,5,0
30,Male,41005,1,17636,Electronics,5,0
40,Female,22394,2,8822,Electronics,4,1
23,Male,49609,0,17081,Food,5,0
28,Male,20350,2,5575,Food,6,1
34,Male,19351,1,8450,Electronics,5,1
26,Male,36475,1,11580,Beauty,5,3
40,Female,36079,2,12665,Home,4,3
23,Female,32695,0,11140,Electronics,5,3
33,Male,24284,1,7812,Electronics,6,1
26,Male,41289,1,17121,Electronics,5,0
23,Male,18383,2,6366,Health,3,1
35,Male,45790,0,18689,Clothing,5,0
32,Male,28033,2,8065,Electronics,5,3
28,Male,41156,2,14025,Electronics,5,0
28,Male,48993,1,16666,Electronics,6,0
37,Female,25394,1,11001,Electronics,4,1
31,Male,30918,1,12159,Beauty,6,3
34,Female,27389,1,9004,Electronics,2,1
36,Female,31491,2,10301,Clothing,5,3
32,Male,24958,1,8655,Health,5,1
31,Female,43645,1,18822,Food,5,0
23,Female,28984,1,9998,Books,2,3
40,Male,48318,0,20002,Clothing,5,0
27,Male,10502,1,3088,Electronics,6,2
25,Female,9971,2,3515,Books,6,2
35,Male,29210,2,10613,Beauty,4,3
35,Female,12823,1,4982,Books,6,2
30,Male,45180,2,15560,Electronics,4,0
33,Female,43324,2,18949,Clothing,5,0
35,Male,42548,1,11456,Electronics,4,0
34,Female,35838,1,12189,Books,4,3
23,Female,48975,1,21572,Electronics,5,0
30,Male,39558,0,12824,Food,5,0
28,Female,40951,2,14108,Home,5,0
31,Female,43868,0,19816,Food,5,0
27,Male,24502,2,10055,Electronics,6,1
29,Male,5576,2,1710,Books,6,2
28,Female,25726,2,8176,Books,3,1
29,Male,49663,0,19654,Clothing,5,0
27,Female,49098,2,16685,Books,5,0
31,Female,24385,1,10630,Clothing,7,1
31,Male,16122,1,4585,Electronics,5,2
26,Male,43619,2,16898,Health,4,0
31,Female,7133,0,2099,Electronics,6,2
29,Male,21261,1,9155,Books,4,1
31,Female,36621,2,14452,Health,5,3
35,Female,33736,2,10796,Clothing,5,3
30,Male,7783,1,2422,Home,6,2
23,Male,37657,2,13215,Clothing,6,3
36,Female,30822,2,11070,Health,4,3
32,Male,41532,2,21472,Electronics,4,0
25,Male,9726,2,3241,Books,4,2
33,Male,29550,2,10071,Clothing,6,3
23,Female,9131,2,3357,Electronics,6,2
35,Female,8777,2,3393,Books,3,2
31,Female,19774,0,8244,Clothing,6,1
32,Female,27491,2,8449,Electronics,4,1
31,Female,19516,0,6392,Electronics,5,1
32,Male,27707,2,9978,Health,6,3
28,Female,30940,2,11155,Health,5,3
31,Female,27937,2,11033,Health,4,3
35,Male,18688,1,7428,Electronics,5,1
24,Male,38456,1,14331,Books,6,3
32,Female,44188,1,14350,Health,4,0
25,Female,20278,1,5437,Health,6,1
36,Female,39247,2,10249,Clothing,5,0
30,Female,30112,2,14833,Clothing,5,3
27,Male,40321,0,12423,Clothing,6,0
27,Female,9502,2,3421,Electronics,5,2
30,Female,15296,1,6371,Clothing,5,2
31,Male,10048,2,3722,Home,4,2
28,Male,47332,0,15223,Health,4,0
32,Male,46874,2,12128,Health,5,0
25,Male,46600,1,13832,Electronics,3,0
36,Female,49175,2,15242,Health,4,0
32,Male,31910,1,9926,Electronics,5,3
35,Male,17556,2,6132,Clothing,5,1
26,Female,25004,0,9010,Electronics,5,1
22,Male,13787,0,4473,Beauty,3,2
37,Female,48996,1,17960,Books,4,0
30,Male,12477,1,4217,Beauty,6,2
36,Male,12789,2,4190,Clothing,4,2
25,Female,25342,0,10738,Clothing,6,1
26,Male,43013,2,13448,Food,5,0
28,Male,45028,1,13200,Food,5,0
25,Female,33841,2,13953,Clothing,6,3
40,Female,36115,2,14498,Food,5,3
31,Female,26263,0,8918,Electronics,4,1
33,Male,35958,2,11395,Clothing,4,3
25,Male,17821,1,4942,Electronics,5,1
24,Female,28492,2,7607,Clothing,6,3
24,Female,29089,2,9236,Health,5,3
19,Male,15450,2,5886,Books,4,2
29,Male,24798,0,9229,Electronics,3,1
29,Male,37815,0,15207,Health,3,3
27,Female,12320,2,4293,Food,5,2
30,Female,18342,1,6908,Electronics,5,1
30,Male,27068,1,10562,Books,6,1
29,Male,47569,2,16844,Clothing,6,0
28,Female,20613,2,7222,Books,6,1
30,Male,28424,1,11541,Electronics,5,3
23,Male,14908,2,3708,Electronics,6,2
30,Female,13222,0,4945,Food,4,2
27,Female,5414,1,1481,Clothing,5,2
22,Female,22776,1,8913,Food,4,1
32,Female,45409,0,16158,Clothing,6,0
30,Male,20669,1,7427,Clothing,2,1
37,Female,23299,2,7290,Books,5,1
32,Female,41393,2,15260,Books,6,0
33,Female,43035,1,14570,Clothing,5,0
27,Female,31199,0,6551,Clothing,4,3
26,Female,38552,2,15115,Food,2,3
28,Male,28424,1,10114,Clothing,6,3
35,Female,34190,1,9733,Clothing,5,3
29,Female,5255,2,1939,Health,4,2
25,Male,30026,2,13752,Food,5,3
28,Male,45215,2,14076,Health,4,0
31,Male,45434,1,16896,Food,6,0
23,Male,24336,2,7298,Electronics,6,1
28,Male,31303,2,10105,Books,5,3
34,Female,11331,1,4925,Clothing,6,2
21,Female,47949,0,17635,Health,4,0
41,Male,35905,1,10271,Books,5,3
29,Female,32351,1,13299,Clothing,4,3
22,Male,8227,2,3696,Food,4,2
36,Male,22578,2,6828,Food,6,1
29,Female,34878,2,12340,Health,4,3
25,Male,42780,2,15013,Books,5,0
29,Female,26364,0,9382,Clothing,5,1
29,Female,42750,1,16353,Electronics,4,0
26,Female,48889,1,17894,Books,4,0
32,Male,38849,1,12688,Health,6,0
31,Male,15901,0,6992,Books,7,2
30,Female,12537,0,3347,Electronics,6,2
32,Male,38262,1,13274,Books,5,3
25,Male,9408,1,3092,Books,6,2
33,Male,35636,1,9817,Health,7,3
30,Male,27584,1,10115,Electronics,4,3
30,Female,6365,1,2316,Clothing,5,2
36,Male,26888,0,9334,Beauty,4,1
32,Male,47163,0,15406,Books,4,0
28,Female,10278,2,3238,Clothing,5,2
28,Female,30350,2,9056,Clothing,5,3
